fullName,owner,name,stars,inDeg,pagerank,daysSinceUpdate,latestToolchain,repoUrl,composite_rank
roos-j/BooleanFun,roos-j,BooleanFun,4,0,0.0008650948644855007,72,leanprover/lean4:v4.16.0-rc2,https://github.com/roos-j/lean-booleanfun,296.3333333333333
int-y1/proofs,int-y1,proofs,2,0,0.0008650948644855007,36,leanprover/lean4:v4.29.0-rc8,https://github.com/int-y1/proofs,296.6666666666667
GasStationManager/FormalizeWithTest,GasStationManager,FormalizeWithTest,7,0,0.0008650948644855007,130,leanprover/lean4:v4.13.0,https://github.com/GasStationManager/FormalizeWithTest,297.6666666666667
0art0/kimina,0art0,kimina,11,0,0.0008650948644855007,290,leanprover/lean4:v4.18.0,https://github.com/0art0/kimina,297.6666666666667
pannous/Hyper,pannous,Hyper,3,0,0.0008650948644855007,54,leanprover/lean4:v4.27.0,https://github.com/pannous/hyper-lean,299.0
pitmonticone/CHANGE,pitmonticone,CHANGE,4,0,0.0008650948644855007,76,leanprover/lean4:v4.24.0,https://github.com/pitmonticone/LeanCHANGE,299.3333333333333
argumentcomputer/ZKSnark.lean,argumentcomputer,ZKSnark.lean,8,0,0.0008650948644855007,152,leanprover/lean4:nightly-2022-06-14,https://github.com/argumentcomputer/ZKSnark.lean,299.3333333333333
nomeata/wfinduct,nomeata,wfinduct,17,0,0.0008650948644855007,758,leanprover/lean4:nightly-2024-02-02,https://github.com/nomeata/lean-wf-induct,300.0
LieLean/Lie,LieLean,Lie,9,0,0.0008650948644855007,218,leanprover/lean4:v4.19.0,https://github.com/LieLean/LowDimSolvClassification,300.6666666666667
bkase/VerifiedGPU,bkase,VerifiedGPU,7,0,0.0008650948644855007,140,leanprover/lean4:v4.25.0-rc2,https://github.com/bkase/verified-gpu,301.6666666666667
girafe-ai/formalising-mathematics,girafe-ai,formalising-mathematics,7,0,0.0008650948644855007,141,leanprover/lean4:v4.16.0,https://github.com/girafe-ai/lean-course,302.0
Izzimach/pteffects,Izzimach,pteffects,11,0,0.0008650948644855007,330,leanprover/lean4:v4.3.0,https://github.com/Izzimach/EffSpec-lean,302.3333333333333
lecopivo/lean4-karray,lecopivo,lean4-karray,13,0,0.0008650948644855007,488,leanprover/lean4:nightly-2022-01-19,https://github.com/lecopivo/lean4-karray,302.6666666666667
arthurpaulino/LeanMusic,arthurpaulino,LeanMusic,9,0,0.0008650948644855007,226,leanprover/lean4:nightly-2021-12-28,https://github.com/arthurpaulino/LeanMusic,302.6666666666667
algebraic-dev/Colorized,algebraic-dev,Colorized,5,0,0.0008650948644855007,98,leanprover/lean4:stable,https://github.com/algebraic-dev/colorized,303.3333333333333
sysghent/riddle-proofs,sysghent,riddle-proofs,7,0,0.0008650948644855007,145,leanprover/lean4:v4.22.0-rc3,https://github.com/sysghent/learn-lean-riddles,303.3333333333333
ImperialCollegeLondon/M1F-explained,ImperialCollegeLondon,M1F-explained,11,0,0.0008650948644855007,350,leanprover/lean4:nightly-2023-08-05,https://github.com/ImperialCollegeLondon/M1F-explained,304.3333333333333
Deducteam/Lean2Dk,Deducteam,Lean2Dk,8,0,0.0008650948644855007,178,leanprover/lean4:v4.22.0-rc4,https://github.com/Deducteam/lean2dk,304.3333333333333
suomela/Distributed2Coloring,suomela,Distributed2Coloring,3,0,0.0008650948644855007,63,leanprover/lean4:v4.28.0,https://github.com/suomela/2-coloring-1-round,304.6666666666667
Bergschaf/Localic-Caratheodory-Extensions,Bergschaf,Localic-Caratheodory-Extensions,3,0,0.0008650948644855007,63,leanprover/lean4:v4.28.0-rc1,https://github.com/Bergschaf/Localic-Caratheodory-Extensions,304.6666666666667
jonwashburn/Riemann,jonwashburn,Riemann,2,0,0.0008650948644855007,42,leanprover/lean4:v4.27.0-rc1,https://github.com/jonwashburn/riemann,305.3333333333333
AdrienChampion/collChoSoWel,AdrienChampion,collChoSoWel,5,0,0.0008650948644855007,103,leanprover/lean4:nightly-2023-09-02,https://github.com/AdrienChampion/collChoSoWel,306.0
rahul3613/miniF2F-lean4,rahul3613,miniF2F-lean4,7,0,0.0008650948644855007,150,leanprover/lean4:v4.6.0,https://github.com/rahul3613/miniF2F-lean4,306.0
YaelDillies/ForbiddenMatrix,YaelDillies,ForbiddenMatrix,2,0,0.0008650948644855007,44,leanprover/lean4:v4.29.0,https://github.com/YaelDillies/forbidden-matrix,307.6666666666667
girving/render,girving,render,6,0,0.0008650948644855007,135,leanprover/lean4:v4.27.0-rc1,https://github.com/girving/ray-render,308.3333333333333
hargoniX/cpdt-lean,hargoniX,cpdt-lean,13,0,0.0008650948644855007,597,leanprover/lean4:nightly-2022-06-05,https://github.com/hargoniX/cpdt-lean,308.6666666666667
ValorZard/lean-sdl-test,ValorZard,lean-sdl-test,3,0,0.0008650948644855007,68,leanprover/lean4:v4.23.0,https://github.com/ValorZard/lean-sdl-test,309.0
urkud/SardMoreira,urkud,SardMoreira,6,0,0.0008650948644855007,138,leanprover/lean4:v4.27.0-rc1,https://github.com/urkud/SardMoreira,309.0
lambda-fairy/taleve,lambda-fairy,taleve,3,0,0.0008650948644855007,68,leanprover/lean4:v4.23.0-rc2,https://github.com/lambda-fairy/taleve,309.0
riccardobrasca/Kaplansky4,riccardobrasca,Kaplansky4,6,0,0.0008650948644855007,139,leanprover/lean4:v4.26.0-rc1,https://github.com/riccardobrasca/kaplanski4,309.3333333333333
Hagb/lean-groebner,Hagb,lean-groebner,9,0,0.0008650948644855007,290,leanprover/lean4:nightly-2023-06-10,https://github.com/Hagb/lean-groebner,310.0
Mintpath/p_ne_np,Mintpath,p_ne_np,2,0,0.0008650948644855007,46,leanprover/lean4:v4.28.0,https://github.com/Mintpath/p-neq-np-lean,311.0
avigad/LeanSudoku,avigad,LeanSudoku,8,0,0.0008650948644855007,226,leanprover/lean4:v4.13.0-rc3,https://github.com/avigad/LeanSudoku,312.3333333333333
katydid/sadol,katydid,sadol,10,0,0.0008650948644855007,370,leanprover/lean4:v4.14.0,https://github.com/katydid/regex-deriv-reproving-agda-in-lean,312.3333333333333
T-Brick/controlflow,T-Brick,controlflow,7,0,0.0008650948644855007,179,leanprover/lean4:v4.25.0,https://github.com/T-Brick/ControlFlow,312.6666666666667
Oscario0/LeanBisection,Oscario0,LeanBisection,3,0,0.0008650948644855007,75,leanprover/lean4:v4.29.0-rc2,https://github.com/Oscario0/LeanBisection,313.0
dannypsnl/violet,dannypsnl,violet,12,0,0.0008650948644855007,601,leanprover/lean4:v4.2.0,https://github.com/dannypsnl/violet-legacy,313.6666666666667
Beneficial-AI-Foundation/NumpySpec,Beneficial-AI-Foundation,NumpySpec,3,0,0.0008650948644855007,76,leanprover/lean4:nightly,https://github.com/Beneficial-AI-Foundation/NumpySpec,313.6666666666667
Gusarich/tvm-lean,Gusarich,tvm-lean,3,0,0.0008650948644855007,76,leanprover/lean4:v4.24.0,https://github.com/Gusarich/tvm-lean,313.6666666666667
FormalizedFormalLogic/incompleteness,FormalizedFormalLogic,incompleteness,8,0,0.0008650948644855007,233,leanprover/lean4:v4.16.0-rc2,https://github.com/FormalizedFormalLogic/Incompleteness,314.0
wvhulle/ennreal-arith,wvhulle,ennreal-arith,4,1,0.0009386245415458198,122,leanprover/lean4:v4.22.0-rc3,https://github.com/wvhulle/ennreal-arith,314.0
parabamoghv/Symm,parabamoghv,Symm,4,0,0.0008650948644855007,102,leanprover/lean4:v4.7.0,https://github.com/parabamoghv/DashedMonoids,315.0
Bergschaf/LeanBanachTarski,Bergschaf,LeanBanachTarski,6,0,0.0008650948644855007,155,leanprover/lean4:v4.25.0-rc2,https://github.com/Bergschaf/lean-banach-tarski,316.3333333333333
mdbrnowski/Apportionmentlib,mdbrnowski,Apportionmentlib,2,0,0.0008650948644855007,52,leanprover/lean4:v4.28.0,https://github.com/mdbrnowski/apportionmentlib,317.0
hwatheod/galeShapley,hwatheod,galeShapley,2,0,0.0008650948644855007,52,leanprover/lean4:v4.29.0-rc7,https://github.com/hwatheod/galeshapley-lean,317.0
adamtopaz/NodeGraph,adamtopaz,NodeGraph,9,0,0.0008650948644855007,360,leanprover/lean4:v4.20.0-rc5,https://github.com/adamtopaz/NodeGraph,317.3333333333333
Linyxus/capless,Linyxus,capless,4,0,0.0008650948644855007,106,leanprover/lean4:v4.21.0-rc3,https://github.com/Linyxus/capless-lean,317.6666666666667
KislyjKisel/pod,KislyjKisel,pod,6,1,0.0012327432497870963,268,leanprover/lean4-nightly:nightly-2025-04-27,https://github.com/KislyjKisel/lean-pod,317.6666666666667
wupr/order-p-q,wupr,order-p-q,4,0,0.0008650948644855007,115,leanprover/lean4:v4.15.0,https://github.com/wupr/order-p-q,318.6666666666667
JamesGallicchio/Http,JamesGallicchio,Http,8,1,0.0011101937880198978,471,leanprover/lean4:v4.5.0-rc1,https://github.com/JamesGallicchio/http,318.6666666666667
fgdorais/logic,fgdorais,logic,2,1,0.0011101937880198978,73,leanprover/lean4:v4.29.0-rc3,https://github.com/fgdorais/logic4,318.6666666666667
JJYYY-JJY/NormalForms,JJYYY-JJY,NormalForms,2,0,0.0008650948644855007,54,leanprover/lean4:v4.28.0,https://github.com/JJYYY-JJY/lean-normal-forms,319.6666666666667
compiler64/Monad,compiler64,Monad,3,0,0.0008650948644855007,83,leanprover/lean4:v4.29.0-rc1,https://github.com/compiler64/category-theory-notes,320.0
girving/bottcher,girving,bottcher,5,0,0.0008650948644855007,146,leanprover/lean4:v4.26.0-rc2,https://github.com/girving/bottcher,320.0
siddhartha-gadgil/pnP2023,siddhartha-gadgil,pnP2023,9,0,0.0008650948644855007,392,leanprover/lean4:v4.7.0,https://github.com/siddhartha-gadgil/proofs-and-programs-2023,320.0
marcusrossel/lean_snakebird,marcusrossel,lean_snakebird,7,0,0.0008650948644855007,226,leanprover/lean4:v4.8.0-rc1,https://github.com/marcusrossel/lean-snakebird,320.0
vbeffara/rMT4,vbeffara,rMT4,4,0,0.0008650948644855007,124,leanprover/lean4:v4.26.0,https://github.com/vbeffara/RMT4,321.3333333333333
anoma/juvix-lean,anoma,juvix-lean,6,0,0.0008650948644855007,191,leanprover/lean4:v4.19.0-rc2,https://github.com/anoma/juvix-lean,322.3333333333333
leanprover/leanbv,leanprover,leanbv,11,0,0.0008650948644855007,711,leanprover/lean4:v4.6.0-rc1,https://github.com/leanprover/leanbv,322.3333333333333
bjoernkjoshanssen/interest,bjoernkjoshanssen,interest,3,0,0.0008650948644855007,90,leanprover/lean4:v4.27.0-rc1,https://github.com/bjoernkjoshanssen/interest,323.3333333333333
alok/LeanBench,alok,LeanBench,3,0,0.0008650948644855007,92,leanprover/lean4:v4.27.0-rc1,https://github.com/alok/LeanBench,325.0
siddhartha-gadgil/Polylean,siddhartha-gadgil,Polylean,8,0,0.0008650948644855007,346,leanprover/lean4:v4.19.0-rc3,https://github.com/siddhartha-gadgil/Polylean,326.0
oOo0oOo/LeanRPC,oOo0oOo,LeanRPC,5,0,0.0008650948644855007,165,leanprover/lean4:v4.25.0,https://github.com/oOo0oOo/LeanRPC,326.6666666666667
jessealama/lint-llm-proofs,jessealama,lint-llm-proofs,2,1,0.0011101937880198978,84,leanprover/lean4:v4.26.0,https://github.com/jessealama/lint-llm-proofs,327.3333333333333
tsurumi-yizhou/SPG,tsurumi-yizhou,SPG,2,0,0.0008650948644855007,66,leanprover/lean4:v4.29.0-rc4,https://github.com/tsurumi-yizhou/SPG,328.0
glams-lean-2024/Formal2024,glams-lean-2024,Formal2024,9,0,0.0008650948644855007,588,leanprover/lean4:v4.7.0,https://github.com/glams-lean-2024/formal-2024,329.6666666666667
DavePearce/LeanEVM,DavePearce,LeanEVM,10,0,0.0008650948644855007,716,leanprover/lean4:v4.8.0-rc2,https://github.com/DavePearce/LeanEVM,329.6666666666667
fgdorais/algebra,fgdorais,algebra,2,0,0.0008650948644855007,72,leanprover/lean4:v4.29.0-rc3,https://github.com/fgdorais/algebra4,331.3333333333333
alok/ConvolutedProofs,alok,ConvolutedProofs,3,0,0.0008650948644855007,105,leanprover/lean4:v4.22.0-rc4,https://github.com/alok/ConvolutedProofs,331.6666666666667
algebraic-dev/Parse,algebraic-dev,Parse,9,0,0.0008650948644855007,639,leanprover/lean4:v4.8.0,https://github.com/algebraic-dev/parse,332.0
T-Brick/numbers,T-Brick,numbers,4,1,0.000946794505663633,181,leanprover/lean4:v4.25.0,https://github.com/T-Brick/Numbers,332.0
ATOMSLab/DimensionalAnalysis,ATOMSLab,DimensionalAnalysis,5,0,0.0008650948644855007,212,leanprover/lean4:v4.23.0-rc2,https://github.com/ATOMSLab/LeanDimensionalAnalysis,333.6666666666667
pitmonticone/Hochster,pitmonticone,Hochster,2,0,0.0008650948644855007,76,leanprover/lean4:v4.15.0-rc1,https://github.com/pitmonticone/Hochster,334.3333333333333
lf-lang/reactor-model,lf-lang,reactor-model,5,0,0.0008650948644855007,218,leanprover/lean4:v4.24.0-rc1,https://github.com/lf-lang/reactor-model,334.3333333333333
chrisflav/db,chrisflav,db,3,0,0.0008650948644855007,119,leanprover/lean4:v4.27.0-rc1,https://github.com/chrisflav/db,334.6666666666667
vasnesterov/HadwigerNelson,vasnesterov,HadwigerNelson,8,0,0.0008650948644855007,522,leanprover/lean4:nightly-2024-07-11,https://github.com/vasnesterov/HadwigerNelson,335.3333333333333
Geoc2022/Game,Geoc2022,Game,3,0,0.0008650948644855007,124,leanprover/lean4:v4.23.0,https://github.com/Geoc2022/AlgebraGame,335.6666666666667
argumentcomputer/Poseidon.lean,argumentcomputer,Poseidon.lean,8,0,0.0008650948644855007,542,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Poseidon.lean,336.3333333333333
themathqueen/Monlib,themathqueen,Monlib,3,0,0.0008650948644855007,128,leanprover/lean4:v4.21.0-rc3,https://github.com/themathqueen/monlib4,337.0
rah4927/lean-dojo-mew,rah4927,lean-dojo-mew,8,0,0.0008650948644855007,555,leanprover/lean4:nightly-2023-08-19,https://github.com/rah4927/lean-dojo-mew,337.0
andrejbauer/lean2sexp,andrejbauer,lean2sexp,7,0,0.0008650948644855007,388,leanprover/lean4:nightly,https://github.com/andrejbauer/lean2sexp,337.0
jtristan/UnicodeSkipListTable,jtristan,UnicodeSkipListTable,6,1,0.001600391635088692,654,leanprover/lean4:v4.10.0-rc2,https://github.com/jtristan/UnicodeSkipListTable,337.3333333333333
argumentcomputer/Straume,argumentcomputer,Straume,6,0,0.0008650948644855007,329,leanprover/lean4:v4.4.0,https://github.com/argumentcomputer/straume,339.3333333333333
kkaunda/Project,kkaunda,Project,3,0,0.0008650948644855007,134,leanprover/lean4:v4.21.0-rc3,https://github.com/kkaunda/spgf,340.3333333333333
frenzymath/FATE-M,frenzymath,FATE-M,2,0,0.0008650948644855007,81,leanprover/lean4:v4.28.0,https://github.com/frenzymath/FATE-M,340.3333333333333
bergmannjg/time,bergmannjg,time,6,0,0.0008650948644855007,338,leanprover/lean4:v4.20.0,https://github.com/bergmannjg/time,340.6666666666667
atlas-computing-org/coq_lean_translation,atlas-computing-org,coq_lean_translation,5,0,0.0008650948644855007,274,leanprover/lean4:v4.5.0-rc1,https://github.com/atlas-computing-org/CoqLeanTranslation,343.0
matematiflo/leanproject,matematiflo,leanproject,5,0,0.0008650948644855007,308,leanprover/lean4:v4.10.0-rc2,https://github.com/matematiflo/CompAssistedMath2024,345.0
todbeibrot/mrdi,todbeibrot,mrdi,4,0,0.0008650948644855007,221,leanprover/lean4:v4.7.0,https://github.com/todbeibrot/Lean-Oscar,345.0
adomani/advents,adomani,advents,3,0,0.0008650948644855007,148,leanprover/lean4:v4.26.0-rc2,https://github.com/adomani/advents,346.0
kim-em/lean-finmap,kim-em,lean-finmap,4,0,0.0008650948644855007,226,leanprover/lean4:nightly-2025-08-19,https://github.com/kim-em/lean-finmap,346.3333333333333
pimpale/LLM.lean,pimpale,LLM.lean,6,0,0.0008650948644855007,402,leanprover/lean4:v4.17.0,https://github.com/pimpale/llm.lean,346.3333333333333
argumentcomputer/Ipld.lean,argumentcomputer,Ipld.lean,8,0,0.0008650948644855007,883,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Ipld.lean,346.6666666666667
JLimperg/regensburg-itp-school-2023,JLimperg,regensburg-itp-school-2023,7,0,0.0008650948644855007,597,leanprover/lean4:v4.0.0,https://github.com/JLimperg/regensburg-itp-school-2023,347.6666666666667
Izzimach/lean-glfw,Izzimach,lean-glfw,3,0,0.0008650948644855007,152,leanprover/lean4:nightly-2022-02-21,https://github.com/Izzimach/lean-glfw,347.6666666666667
siddhartha-gadgil/LeanLion,siddhartha-gadgil,LeanLion,3,0,0.0008650948644855007,152,leanprover/lean4:v4.22.0,https://github.com/siddhartha-gadgil/LeanLion,347.6666666666667
pawelsberg/LeanDirectoryBrowser,pawelsberg,LeanDirectoryBrowser,2,0,0.0008650948644855007,102,leanprover/lean4:stable,https://github.com/pawelsberg/lean-directory-browser,350.0
shunghsiyu/toy-verifier,shunghsiyu,toy-verifier,2,0,0.0008650948644855007,102,leanprover/lean4:v4.25.0,https://github.com/shunghsiyu/toy-verifier,350.0
imbrem/discretion,imbrem,discretion,4,1,0.0009386245415458198,316,leanprover/lean4:v4.20.0-rc5,https://github.com/imbrem/discretion,350.0
anurudhp/aoc2022,anurudhp,aoc2022,6,0,0.0008650948644855007,504,,https://github.com/anurudhp/aoc2022,350.6666666666667
madvorak/Koch,madvorak,Koch,4,0,0.0008650948644855007,262,leanprover/lean4:v4.7.0,https://github.com/madvorak/lean4-koch,351.3333333333333
lindy-labs/corelib_verification,lindy-labs,corelib_verification,4,1,0.000946794505663633,338,leanprover/lean4:v4.20.0-rc5,https://github.com/lindy-labs/corelib_verification,351.6666666666667
AlexLoitzl/pumping_cfg,AlexLoitzl,pumping_cfg,3,0,0.0008650948644855007,174,leanprover/lean4:v4.15.0-rc1,https://github.com/AlexLoitzl/pumping_cfg,352.0
TristanCacqueray/gen-zmk,TristanCacqueray,gen-zmk,3,0,0.0008650948644855007,178,leanprover/lean4:v4.9.0,https://github.com/TristanCacqueray/gen-zmk,352.6666666666667
nasqret/fineqs,nasqret,fineqs,2,0,0.0008650948644855007,109,leanprover/lean4:v4.24.0,https://github.com/nasqret/fineqs,353.3333333333333
physicslib/Physicslib,physicslib,Physicslib,2,0,0.0008650948644855007,115,leanprover/lean4:v4.23.0-rc2,https://github.com/physicslib/physicslib4,353.6666666666667
gsierra99/ExFormMathL4,gsierra99,ExFormMathL4,2,0,0.0008650948644855007,115,leanprover/lean4:v4.17.0-rc1,https://github.com/gsierra99/ExFormMathL4,353.6666666666667
fpvandoorn/Seminar,fpvandoorn,Seminar,4,0,0.0008650948644855007,297,leanprover/lean4:v4.13.0-rc3,https://github.com/fpvandoorn/BonnLeanSeminar,354.3333333333333
JobPetrovcic/ArtinWedderburn,JobPetrovcic,ArtinWedderburn,4,0,0.0008650948644855007,304,leanprover/lean4:v4.14.0-rc2,https://github.com/JobPetrovcic/ArtinWedderburn,354.6666666666667
alok/AsciiPlot,alok,AsciiPlot,4,0,0.0008650948644855007,309,leanprover/lean4-nightly:nightly-2025-01-31,https://github.com/alok/AsciiPlot,355.3333333333333
SchrodingerZhu/lean-gccjit,SchrodingerZhu,lean-gccjit,7,0,0.0008650948644855007,931,leanprover/lean4:v4.1.0,https://github.com/SchrodingerZhu/lean-gccjit,356.0
fpvandoorn/LogicColloquiumTutorial,fpvandoorn,LogicColloquiumTutorial,4,0,0.0008650948644855007,313,leanprover/lean4:nightly-2023-06-20,https://github.com/fpvandoorn/LogicColloquiumTutorial,356.0
matematiflo/SumSq,matematiflo,SumSq,3,0,0.0008650948644855007,202,leanprover/lean4:v4.10.0-rc2,https://github.com/matematiflo/SumsOfSquares,356.3333333333333
fpvandoorn/HausdorffSchoolLean,fpvandoorn,HausdorffSchoolLean,6,0,0.0008650948644855007,600,leanprover/lean4:v4.0.0,https://github.com/fpvandoorn/HausdorffSchoolLean,356.3333333333333
hargoniX/mini-redis,hargoniX,mini-redis,4,0,0.0008650948644855007,315,leanprover/lean4-pr-releases:pr-release-8003,https://github.com/hargoniX/mini-redis,356.3333333333333
functionally/Crypto,functionally,Crypto,3,0,0.0008650948644855007,203,leanprover/lean4:v4.7.0,https://github.com/functionally/crypto-lean4,357.0
alok/Leantix,alok,Leantix,2,0,0.0008650948644855007,128,leanprover/lean4-nightly:nightly-2025-06-09,https://github.com/alok/Leantix,357.6666666666667
NethermindEth/ff,NethermindEth,ff,2,0,0.0008650948644855007,128,leanprover/lean4:v4.22.0-rc2,https://github.com/NethermindEth/FF_CVC5_Lean,357.6666666666667
jtristan/UnicodeSkipListTableExample,jtristan,UnicodeSkipListTableExample,6,0,0.0008650948644855007,654,leanprover/lean4:v4.10.0-rc2,https://github.com/jtristan/UnicodeSkipListTableExample,358.0
alok/tetraGray,alok,tetraGray,2,0,0.0008650948644855007,132,leanprover/lean4:nightly,https://github.com/alok/TetraGray,359.3333333333333
utensil/LeanBlueprintExample,utensil,LeanBlueprintExample,5,0,0.0008650948644855007,525,leanprover/lean4:v4.2.0-rc1,https://github.com/utensil/LeanBlueprintExample,359.6666666666667
alok/lean-autograd,alok,lean-autograd,2,0,0.0008650948644855007,133,leanprover/lean4:nightly,https://github.com/alok/lean-autograd,360.3333333333333
Xiyou-Wu/RiemannianGeometry,Xiyou-Wu,RiemannianGeometry,2,0,0.0008650948644855007,133,leanprover/lean4:v4.12.0,https://github.com/Xiyou-Wu/RiemannianGeometry,360.3333333333333
RikHeurter/BscThesisFormalisation,RikHeurter,BscThesisFormalisation,2,0,0.0008650948644855007,134,leanprover/lean4:v4.19.0-rc3,https://github.com/RikHeurter/LeanBscThesisFormalisation,361.0
utensil/GinacLean,utensil,GinacLean,5,0,0.0008650948644855007,583,leanprover/lean4:v4.8.0,https://github.com/utensil/ginac-lean,362.0
hdmkindom/mathmatic_in_elementary_number_th,hdmkindom,mathmatic_in_elementary_number_th,3,0,0.0008650948644855007,233,leanprover/lean4:v4.24.0-rc1,https://github.com/hdmkindom/mathmatic_in_elementary_number_th,362.3333333333333
HannahSantos/FMCn_Lean,HannahSantos,FMCn_Lean,3,0,0.0008650948644855007,234,leanprover/lean4:stable,https://github.com/HannahSantos/FMCn_Lean,363.0
jaalonso/Calculemus2_es,jaalonso,Calculemus2_es,2,0,0.0008650948644855007,142,leanprover/lean4:v4.15.0-rc1,https://github.com/jaalonso/Calculemus2_es,363.6666666666667
alok/HexLuthor,alok,HexLuthor,2,0,0.0008650948644855007,144,leanprover/lean4:v4.26.0-rc2,https://github.com/alok/HexLuthor,364.3333333333333
NUS-Math-Formalization/Game,NUS-Math-Formalization,Game,4,0,0.0008650948644855007,400,leanprover/lean4:v4.7.0,https://github.com/NUS-Math-Formalization/CalculusSkeleton,364.3333333333333
MohanadAhmed/LeanMathSigProc,MohanadAhmed,LeanMathSigProc,3,0,0.0008650948644855007,258,leanprover/lean4:v4.10.0,https://github.com/MohanadAhmed/LeanMathSigProc,364.6666666666667
anlucia/chromatic_polynomial,anlucia,chromatic_polynomial,4,0,0.0008650948644855007,416,leanprover/lean4:v4.11.0-rc1,https://github.com/anlucia/ChromaticPolynomial,365.6666666666667
datokrat/Iterator,datokrat,Iterator,3,0,0.0008650948644855007,266,leanprover/lean4:v4.20.0-rc5,https://github.com/datokrat/lean-iterators,366.0
alexf91/lean4-ctypes,alexf91,lean4-ctypes,4,0,0.0008650948644855007,427,leanprover/lean4:nightly-2023-11-21,https://github.com/alexf91/lean4-ctypes,366.0
kbuzzard/Game,kbuzzard,Game,5,0,0.0008650948644855007,645,leanprover/lean4:v4.7.0,https://github.com/kbuzzard/FilterGame,366.0
tdzl2003/geometry,tdzl2003,geometry,2,0,0.0008650948644855007,151,leanprover/lean4:v4.21.0,https://github.com/tdzl2003/LeanEuclid,367.6666666666667
Command-Master/pseudorandom,Command-Master,pseudorandom,4,0,0.0008650948644855007,555,leanprover/lean4:v4.7.0,https://github.com/Command-Master/lean-bourgain,371.0
argumentcomputer/Nova.lean,argumentcomputer,Nova.lean,3,0,0.0008650948644855007,317,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Nova.lean,371.3333333333333
AdrienChampion/safeIdx,AdrienChampion,safeIdx,2,0,0.0008650948644855007,166,leanprover/lean4:v4.24.0,https://github.com/AdrienChampion/safeIdx,372.0
lua-vr/BirkhoffErgodicThm,lua-vr,BirkhoffErgodicThm,3,0,0.0008650948644855007,329,leanprover/lean4:v4.20.0-rc5,https://github.com/lua-vr/pointwise-birkhoff,372.0
Happyves/workshop,Happyves,workshop,4,0,0.0008650948644855007,585,leanprover/lean4:v4.12.0,https://github.com/Happyves/BerLean_Workshop,372.6666666666667
riccardobrasca/math2001,riccardobrasca,math2001,3,0,0.0008650948644855007,333,leanprover/lean4:v4.3.0,https://github.com/riccardobrasca/demontrer2025,373.0
provables/special-numbers,provables,special-numbers,3,0,0.0008650948644855007,338,leanprover/lean4:v4.15.0,https://github.com/provables/special-numbers,373.3333333333333
siddhartha-gadgil/LeanAideTools,siddhartha-gadgil,LeanAideTools,2,2,0.0010121542186061388,261,,https://github.com/siddhartha-gadgil/LeanAideTools,374.3333333333333
1a776/mathmatic_in_elementary_number_th,1a776,mathmatic_in_elementary_number_th,2,0,0.0008650948644855007,185,leanprover/lean4:v4.24.0-rc1,https://github.com/1a776/IMO-,375.0
PatrickMassot/checkdecls,PatrickMassot,checkdecls,2,69,0.005234428762161399,403,leanprover/lean4:v4.18.0,https://github.com/PatrickMassot/checkdecls,375.0
misaka10987/archimedes,misaka10987,archimedes,2,0,0.0008650948644855007,192,leanprover/lean4:v4.25.0-rc2,https://github.com/misaka10987/archimedes,376.0
kckennylau/EllipticCurve,kckennylau,EllipticCurve,2,0,0.0008650948644855007,192,leanprover/lean4:v4.25.0-rc2,https://github.com/kckennylau/EllipticCurve,376.0
lean-phys-community/Notes,lean-phys-community,Notes,3,0,0.0008650948644855007,373,leanprover/lean4:v4.19.0,https://github.com/lean-phys-community/PhysLean_notes,376.3333333333333
CarlKCarlK/RangeSetBlaze,CarlKCarlK,RangeSetBlaze,2,0,0.0008650948644855007,194,leanprover/lean4:v4.24.0-rc1,https://github.com/CarlKCarlK/range-set-blaze-lean,376.6666666666667
LeastAuthority/STIR,LeastAuthority,STIR,3,0,0.0008650948644855007,375,leanprover/lean4:v4.19.0-rc3,https://github.com/LeastAuthority/STIR,377.0
Julian/Generatingfunctionology,Julian,Generatingfunctionology,2,0,0.0008650948644855007,202,leanprover/lean4:v4.14.0-rc2,https://github.com/Julian/generatingfunctionology.lean,377.0
atrieu/cryptolib,atrieu,cryptolib,3,0,0.0008650948644855007,380,leanprover/lean4:v4.17.0-rc1,https://github.com/atrieu/lean-cryptolib,377.3333333333333
JamesGallicchio/lean-openapi,JamesGallicchio,lean-openapi,4,0,0.0008650948644855007,701,leanprover/lean4:v4.5.0-rc1,https://github.com/JamesGallicchio/lean-openapi,378.0
arademaker/delphin,arademaker,delphin,3,0,0.0008650948644855007,408,leanprover/lean4:v4.12.0,https://github.com/arademaker/delphin,379.6666666666667
adamtopaz/lean_extras,adamtopaz,lean_extras,3,0,0.0008650948644855007,454,leanprover/lean4:v4.17.0-rc1,https://github.com/adamtopaz/lean_extras,380.6666666666667
alma-n/Game,alma-n,Game,2,0,0.0008650948644855007,222,leanprover/lean4:v4.7.0,https://github.com/alma-n/ConstructiveLogicCourseGame,381.0
TristanCacqueray/advent-of-lean,TristanCacqueray,advent-of-lean,4,0,0.0008650948644855007,888,leanprover/lean4:v4.3.0,https://github.com/TristanCacqueray/advent-of-lean,381.6666666666667
nomeata/memo-nat,nomeata,memo-nat,3,0,0.0008650948644855007,475,leanprover/lean4:v4.2.0-rc3,https://github.com/nomeata/lean4-memo-nat,381.6666666666667
