fullName,owner,name,stars,inDeg,pagerank,daysSinceUpdate,latestToolchain,repoUrl,composite_rank
SamuelSchlesinger/shannon-entropy,SamuelSchlesinger,shannon-entropy,9,0,0.0008650948644855007,33,leanprover/lean4:v4.28.0,https://github.com/SamuelSchlesinger/shannon-1948-formalization,211.66666666666666
RemyDegenne/kolmogorov_extension4,RemyDegenne,kolmogorov_extension4,10,1,0.0009263695953691,37,leanprover/lean4:v4.30.0-rc1,https://github.com/RemyDegenne/kolmogorov_extension4,212.66666666666666
m4lvin/Gossip,m4lvin,Gossip,2,0,0.0008650948644855007,15,leanprover/lean4:v4.28.0,https://github.com/m4lvin/Gossip-in-Lean,212.66666666666666
SrGaabriel/lapis,SrGaabriel,lapis,7,1,0.0009701372602859566,30,leanprover/lean4:v4.30.0-rc1,https://github.com/SrGaabriel/lapis,212.66666666666666
siddhartha-gadgil/saturn,siddhartha-gadgil,saturn,63,0,0.0008650948644855007,146,leanprover/lean4:v4.8.0,https://github.com/siddhartha-gadgil/Saturn,213.0
arthurpaulino/LeanMySQL,arthurpaulino,LeanMySQL,20,0,0.0008650948644855007,74,leanprover/lean4:nightly-2022-03-09,https://github.com/arthurpaulino/LeanMySQL,213.0
MichaelStollBayreuth/EulerProducts,MichaelStollBayreuth,EulerProducts,9,0,0.0008650948644855007,34,leanprover/lean4:v4.24.0,https://github.com/MichaelStollBayreuth/EulerProducts,214.0
mariovagomarzal/HigherCategoryTheory,mariovagomarzal,HigherCategoryTheory,4,0,0.0008650948644855007,19,leanprover/lean4:v4.28.0,https://github.com/mariovagomarzal/higher_category_theory,214.33333333333334
NethermindEth/risczero-fv,NethermindEth,risczero-fv,12,0,0.0008650948644855007,46,leanprover/lean4:nightly-2023-06-10,https://github.com/NethermindEth/risczero-fv,214.66666666666666
math-inc/FormalQualBench,math-inc,FormalQualBench,14,0,0.0008650948644855007,54,leanprover/lean4:v4.28.0,https://github.com/math-inc/FormalQualBench,215.33333333333334
acmepjz/MD4Lean,acmepjz,MD4Lean,12,64,0.0065537970230668844,80,leanprover/lean4:v4.29.0-rc1,https://github.com/acmepjz/md4lean,215.33333333333334
AxiomMath/Deadends,AxiomMath,Deadends,11,0,0.0008650948644855007,43,leanprover/lean4:v4.26.0,https://github.com/AxiomMath/dead-ends,215.66666666666666
monsterkrampe/ExistentialRules,monsterkrampe,ExistentialRules,5,0,0.0008650948644855007,22,leanprover/lean4:v4.29.0,https://github.com/monsterkrampe/Existential-Rules-in-Lean,216.0
atlas-computing-org/bignum,atlas-computing-org,bignum,5,0,0.0008650948644855007,22,leanprover/lean4:v4.30.0-rc2,https://github.com/atlas-computing-org/bignum,216.0
ElifUskuplu/stlc,ElifUskuplu,stlc,17,0,0.0008650948644855007,72,leanprover/lean4:v4.16.0-rc2,https://github.com/ElifUskuplu/Stlc_deBruijn,216.33333333333334
powdr-labs/leanr,powdr-labs,leanr,9,0,0.0008650948644855007,35,leanprover/lean4:v4.30.0-rc1,https://github.com/powdr-labs/leanr,216.33333333333334
fgdorais/extra,fgdorais,extra,4,3,0.0019494894290786242,27,leanprover/lean4:v4.29.0-rc3,https://github.com/fgdorais/extra4,218.33333333333334
lambdaclass/optisat,lambdaclass,optisat,2,1,0.001600391635088692,17,leanprover/lean4:v4.26.0,https://github.com/lambdaclass/truth_research,219.0
riccardobrasca/SDG,riccardobrasca,SDG,3,0,0.0008650948644855007,17,riccardobrasca/lean4:v4.30.0-rc2-less-choice,https://github.com/riccardobrasca/SDG,219.0
arthurpaulino/NumLean,arthurpaulino,NumLean,20,0,0.0008650948644855007,83,leanprover/lean4:nightly-2022-01-15,https://github.com/arthurpaulino/NumLean,220.33333333333334
oOo0oOo/LeanSage,oOo0oOo,LeanSage,12,0,0.0008650948644855007,52,leanprover/lean4:v4.25.0,https://github.com/oOo0oOo/LeanSage,220.66666666666666
FredRaj3/SemicircleLaw,FredRaj3,SemicircleLaw,8,0,0.0008650948644855007,33,leanprover/lean4:v4.24.0,https://github.com/FredRaj3/SemicircleLaw,221.33333333333334
T-Brick/lean2wasm,T-Brick,lean2wasm,24,0,0.0008650948644855007,101,leanprover/lean4:v4.6.1,https://github.com/T-Brick/lean2wasm,222.66666666666666
alok/LeanPlot,alok,LeanPlot,16,0,0.0008650948644855007,75,leanprover/lean4:v4.27.0-rc1,https://github.com/alok/LeanPlot,222.66666666666666
eshelyaron/bdd,eshelyaron,bdd,13,0,0.0008650948644855007,58,leanprover/lean4:v4.27.0,https://github.com/eshelyaron/lean4-bdd,223.0
haruhisa-enomoto/mathlib4-all-tactics,haruhisa-enomoto,mathlib4-all-tactics,53,0,0.0008650948644855007,168,leanprover/lean4:v4.0.0-rc4,https://github.com/haruhisa-enomoto/mathlib4-all-tactics,224.66666666666666
NyxFoundation/TopSingleLayer,NyxFoundation,TopSingleLayer,11,0,0.0008650948644855007,51,leanprover/lean4:v4.24.0-rc1,https://github.com/NyxFoundation/tsl-formal-verification,224.66666666666666
JasonShroyer/sgc,JasonShroyer,sgc,3,0,0.0008650948644855007,18,leanprover/lean4:v4.25.2,https://github.com/JasonShroyer/sgc-lean,225.0
katydid/regexderiv,katydid,regexderiv,18,0,0.0008650948644855007,84,leanprover/lean4:v4.22.0,https://github.com/katydid/regex-deriv-lean,225.33333333333334
mitchell-horner/ErdosStoneSimonovitsKovariSosTuran,mitchell-horner,ErdosStoneSimonovitsKovariSosTuran,2,0,0.0008650948644855007,16,leanprover/lean4:v4.16.0-rc2,https://github.com/mitchell-horner/ErdosStoneSimonovitsKovariSosTuran,226.33333333333334
klavins/LeanW26,klavins,LeanW26,6,0,0.0008650948644855007,29,leanprover/lean4:v4.28.0-rc1,https://github.com/klavins/LeanW26,226.33333333333334
Maokami/vqc_in_lean,Maokami,vqc_in_lean,6,0,0.0008650948644855007,29,leanprover/lean4:v4.15.0-rc1,https://github.com/Maokami/vqc_in_lean,226.33333333333334
amarmaduke/lean-stlc,amarmaduke,lean-stlc,2,0,0.0008650948644855007,16,leanprover/lean4:v4.26.0,https://github.com/amarmaduke/lean-stlc,226.33333333333334
lean-ja/lean99,lean-ja,lean99,16,0,0.0008650948644855007,80,leanprover/lean4:v4.16.0-rc2,https://github.com/lean-ja/lean99,226.33333333333334
proofs-and-programs/PfsProgs25,proofs-and-programs,PfsProgs25,12,0,0.0008650948644855007,58,leanprover/lean4:v4.19.0-rc3,https://github.com/proofs-and-programs/proofs-and-programs-25,227.0
arademaker/fad,arademaker,fad,13,0,0.0008650948644855007,66,leanprover/lean4:v4.27.0-rc1,https://github.com/arademaker/fad,227.66666666666666
T-Brick/DateTime,T-Brick,DateTime,17,0,0.0008650948644855007,90,leanprover/lean4:v4.5.0,https://github.com/T-Brick/DateTime,229.0
lindy-labs/aegis,lindy-labs,aegis,20,2,0.0010272574407543212,135,leanprover/lean4:v4.20.0-rc5,https://github.com/lindy-labs/aegis,229.66666666666666
Shreyas4991/Algolean,Shreyas4991,Algolean,4,0,0.0008650948644855007,23,leanprover/lean4:v4.29.0,https://github.com/Shreyas4991/Algolean,229.66666666666666
josephmckinsey/flean,josephmckinsey,flean,8,0,0.0008650948644855007,37,leanprover/lean4:v4.27.0-rc1,https://github.com/josephmckinsey/Flean,230.0
knowsys/FormaleSystemeInLean,knowsys,FormaleSystemeInLean,10,0,0.0008650948644855007,50,leanprover/lean4:v4.28.0,https://github.com/knowsys/Formale-Systeme-in-LEAN,230.0
sven-manthe/borel_det,sven-manthe,borel_det,14,0,0.0008650948644855007,77,leanprover/lean4:v4.28.0-rc1,https://github.com/sven-manthe/A-formalization-of-Borel-determinacy-in-Lean,231.66666666666666
PierreSenellart/provenance,PierreSenellart,provenance,5,0,0.0008650948644855007,28,leanprover/lean4:v4.26.0-rc2,https://github.com/PierreSenellart/provenance-lean,232.0
math-xmum/Game,math-xmum,Game,4,0,0.0008650948644855007,24,leanprover/lean4:v4.28.0,https://github.com/math-xmum/AbstractAlgebra,232.33333333333334
formalproofs/mdplib,formalproofs,mdplib,3,0,0.0008650948644855007,20,leanprover/lean4:v4.30.0-rc1,https://github.com/formalproofs/MDPLib,232.33333333333334
igrep/test,igrep,test,4,0,0.0008650948644855007,24,leanprover/lean4:v4.22.0,https://github.com/igrep/lean-workshop,232.33333333333334
fpvandoorn/LeanCourse25,fpvandoorn,LeanCourse25,17,0,0.0008650948644855007,98,leanprover/lean4:v4.24.0,https://github.com/fpvandoorn/LeanCourse25,233.33333333333334
pitmonticone/LeanInVienna,pitmonticone,LeanInVienna,13,0,0.0008650948644855007,76,leanprover/lean4:v4.16.0-rc2,https://github.com/pitmonticone/LeanInVienna2024,234.0
sinhp/leanFibredCategories,sinhp,leanFibredCategories,5,0,0.0008650948644855007,29,leanprover/lean4:v4.4.0-rc1,https://github.com/sinhp/LeanFibredCategories,234.66666666666666
schergen-org/leansi,schergen-org,leansi,10,0,0.0008650948644855007,53,leanprover/lean4:v4.28.0,https://github.com/schergen-org/Leansi,235.33333333333334
PeterKementzey/Graph,PeterKementzey,Graph,22,0,0.0008650948644855007,132,leanprover/lean4:v4.12.0,https://github.com/PeterKementzey/graph-library-for-lean4,236.0
Arthur742Ramos/Metatheory,Arthur742Ramos,Metatheory,3,0,0.0008650948644855007,21,leanprover/lean4:v4.24.0,https://github.com/Arthur742Ramos/Metatheory,236.0
yangky11/lean4-example,yangky11,lean4-example,16,0,0.0008650948644855007,98,leanprover/lean4:v4.20.0,https://github.com/yangky11/lean4-example,237.33333333333334
Trequetrum/Game,Trequetrum,Game,18,0,0.0008650948644855007,117,leanprover/lean4:v4.7.0,https://github.com/Trequetrum/lean4game-logic,238.66666666666666
siddhartha-gadgil/MetaExamples,siddhartha-gadgil,MetaExamples,20,0,0.0008650948644855007,132,leanprover/lean4:v4.22.0,https://github.com/siddhartha-gadgil/MetaExamples,239.0
MichaelStollBayreuth/Weights,MichaelStollBayreuth,Weights,6,0,0.0008650948644855007,34,leanprover/lean4:v4.24.0,https://github.com/MichaelStollBayreuth/Weights,239.33333333333334
NethermindEth/FVIntmax,NethermindEth,FVIntmax,10,0,0.0008650948644855007,59,leanprover/lean4:v4.14.0-rc2,https://github.com/NethermindEth/FVIntmax,240.0
YnirPaz/PCF,YnirPaz,PCF,12,0,0.0008650948644855007,80,leanprover/lean4:v4.18.0-rc1,https://github.com/YnirPaz/PCF-Theory,241.0
tydeu/partax,tydeu,partax,16,0,0.0008650948644855007,106,leanprover/lean4:v4.3.0,https://github.com/tydeu/lean4-partax,241.66666666666666
ahhwuhu/Zeta3Irrational,ahhwuhu,Zeta3Irrational,9,0,0.0008650948644855007,56,leanprover/lean4:v4.18.0,https://github.com/ahhwuhu/zeta_3_irrational,242.66666666666666
leanprover/versowebcomponents,leanprover,versowebcomponents,3,1,0.0010121542186061388,27,leanprover/lean4:v4.30.0-rc2,https://github.com/leanprover/verso-web-components,243.0
oOo0oOo/LeanSerde,oOo0oOo,LeanSerde,6,1,0.001600391635088692,52,leanprover/lean4:v4.25.0,https://github.com/oOo0oOo/LeanSerde,243.0
Paul-Lez/PersistentDecomp,Paul-Lez,PersistentDecomp,6,0,0.0008650948644855007,36,leanprover/lean4:v4.29.0,https://github.com/Paul-Lez/PersistentDecomp,243.33333333333334
JadAbouHawili/SmullyanKnightsAndKnaves,JadAbouHawili,SmullyanKnightsAndKnaves,2,0,0.0008650948644855007,18,leanprover/lean4:v4.27.0,https://github.com/JadAbouHawili/Raymond-Smullyan-KnightsAndKnaves,245.66666666666666
ah1112/synthetic_euclid_4,ah1112,synthetic_euclid_4,12,0,0.0008650948644855007,87,,https://github.com/ah1112/synthetic_euclid_4,246.33333333333334
ammkrn/printiest,ammkrn,printiest,9,0,0.0008650948644855007,60,,https://github.com/ammkrn/printiest,246.33333333333334
GasStationManager/CodeProofTheArena,GasStationManager,CodeProofTheArena,13,0,0.0008650948644855007,96,leanprover/lean4:v4.14.0-rc2,https://github.com/GasStationManager/CodeProofTheArena,247.0
ammkrn/timelib,ammkrn,timelib,14,0,0.0008650948644855007,104,leanprover/lean4:v4.19.0-rc2,https://github.com/ammkrn/timelib,247.0
FWuermse/Postgres,FWuermse,Postgres,14,0,0.0008650948644855007,104,leanprover/lean4:v4.9.1,https://github.com/FWuermse/lean-postgres,247.0
kmill/LeanTeX_Mathlib,kmill,LeanTeX_Mathlib,8,0,0.0008650948644855007,52,leanprover/lean4:v4.18.0-rc1,https://github.com/kmill/LeanTeX-mathlib,248.0
oOo0oOo/LeanDoomed,oOo0oOo,LeanDoomed,21,0,0.0008650948644855007,158,leanprover/lean4:v4.25.0,https://github.com/oOo0oOo/LeanDoomed,248.66666666666666
kkytola/VirasoroProject,kkytola,VirasoroProject,6,0,0.0008650948644855007,40,leanprover/lean4:v4.27.0-rc1,https://github.com/kkytola/VirasoroProject,249.33333333333334
YaelDillies/MiscYD,YaelDillies,MiscYD,4,0,0.0008650948644855007,31,leanprover/lean4:v4.29.0,https://github.com/YaelDillies/misc-yd,250.0
hargoniX/leanwuzla,hargoniX,leanwuzla,13,1,0.0009570069608108995,129,leanprover/lean4:nightly-2026-01-05,https://github.com/hargoniX/Leanwuzla,250.0
adomani/mA4N1,adomani,mA4N1,17,0,0.0008650948644855007,147,leanprover/lean4:v4.24.0-rc1,https://github.com/adomani/MA4N1_Theorem_proving_with_Lean,251.0
madvorak/duality,madvorak,duality,9,1,0.0009386245415458198,78,leanprover/lean4:v4.18.0,https://github.com/madvorak/duality,251.33333333333334
leanprover-community/llm,leanprover-community,llm,28,0,0.0008650948644855007,230,leanprover/lean4:v4.10.0-rc2,https://github.com/leanprover-community/llm,251.66666666666666
arademaker/vizagrams,arademaker,vizagrams,5,0,0.0008650948644855007,36,leanprover/lean4:v4.20.0-rc5,https://github.com/arademaker/vizagrams,251.66666666666666
itsalissonsilva/LeanML,itsalissonsilva,LeanML,2,0,0.0008650948644855007,20,leanprover/lean4:v4.30.0-rc1,https://github.com/itsalissonsilva/lean-ml,253.0
smmercuri/adele-ring_locally-compact,smmercuri,adele-ring_locally-compact,2,0,0.0008650948644855007,20,leanprover/lean4:v4.10.0-rc2,https://github.com/smmercuri/adele-ring_locally-compact,253.0
riccardobrasca/lFTCM2024,riccardobrasca,lFTCM2024,11,0,0.0008650948644855007,95,leanprover/lean4:v4.7.0,https://github.com/riccardobrasca/LFTCM2024,256.0
AnirudhG07/huffman,AnirudhG07,huffman,2,0,0.0008650948644855007,21,leanprover/lean4:v4.30.0-rc1,https://github.com/AnirudhG07/LeanHuffmanCoding,256.6666666666667
vikraman/event-structures,vikraman,event-structures,2,0,0.0008650948644855007,21,leanprover/lean4:v4.28.1,https://github.com/vikraman/event-structures,256.6666666666667
Bergschaf/banach_tarski,Bergschaf,banach_tarski,12,0,0.0008650948644855007,115,leanprover/lean4:v4.10.0-rc2,https://github.com/Bergschaf/banach-tarski,257.3333333333333
madvorak/vcsp,madvorak,vcsp,9,0,0.0008650948644855007,78,leanprover/lean4:v4.18.0,https://github.com/madvorak/vcsp,258.0
AeneasVerif/tutorial,AeneasVerif,tutorial,11,0,0.0008650948644855007,101,leanprover/lean4:v4.11.0-rc2,https://github.com/AeneasVerif/icfp-tutorial,258.3333333333333
tani/LiterateLean,tani,LiterateLean,8,0,0.0008650948644855007,64,leanprover/lean4:v4.28.0,https://github.com/tani/literate-lean,258.3333333333333
CAIMEOX/json-schema,CAIMEOX,json-schema,8,0,0.0008650948644855007,64,leanprover/lean4:v4.25.1,https://github.com/CAIMEOX/json-schema-lean,258.3333333333333
argumentcomputer/YatimaStdLib,argumentcomputer,YatimaStdLib,9,0,0.0008650948644855007,80,leanprover/lean4:v4.4.0-rc1,https://github.com/argumentcomputer/YatimaStdLib.lean,258.6666666666667
ocfnash/lie-classification,ocfnash,lie-classification,5,0,0.0008650948644855007,41,leanprover/lean4:v4.29.0-rc8,https://github.com/ocfnash/LieClassification,259.0
DhyeyMavani2003/chip-firing-with-lean,DhyeyMavani2003,chip-firing-with-lean,5,0,0.0008650948644855007,41,leanprover/lean4:v4.29.0,https://github.com/DhyeyMavani2003/chip-firing-with-lean,259.0
paulcadman/lean-effects,paulcadman,lean-effects,5,0,0.0008650948644855007,41,leanprover/lean4:v4.29.0,https://github.com/paulcadman/lean-effects,259.0
Koukyosyumei/runwai_project,Koukyosyumei,runwai_project,6,0,0.0008650948644855007,49,leanprover/lean4:v4.24.0,https://github.com/Koukyosyumei/Runwai,259.6666666666667
hgoldstein95/palamedes,hgoldstein95,palamedes,4,0,0.0008650948644855007,35,leanprover/lean4:v4.24.0,https://github.com/hgoldstein95/palamedes-lean,260.0
gdncc/cryptography,gdncc,cryptography,10,0,0.0008650948644855007,90,leanprover/lean4:v4.27.0,https://github.com/gdncc/Cryptography,260.0
zkcrypto/cryptolib,zkcrypto,cryptolib,6,0,0.0008650948644855007,50,leanprover/lean4:v4.19.0-rc2,https://github.com/zkcrypto/cryptolib,260.6666666666667
FLDutchmann/selbergSieve,FLDutchmann,selbergSieve,4,0,0.0008650948644855007,36,leanprover/lean4:v4.7.0-rc2,https://github.com/FLDutchmann/selberg-sieve4,261.6666666666667
Seasawher/import-all,Seasawher,import-all,5,0,0.0008650948644855007,43,leanprover/lean4:v4.30.0-rc1,https://github.com/Seasawher/import-all,261.6666666666667
JamesGallicchio/leancolls,JamesGallicchio,leancolls,32,0,0.0008650948644855007,372,leanprover/lean4:v4.13.0,https://github.com/JamesGallicchio/LeanColls,262.0
AlexKontorovich/CoveringSpacesProject,AlexKontorovich,CoveringSpacesProject,3,0,0.0008650948644855007,30,leanprover/lean4:v4.29.0-rc8,https://github.com/AlexKontorovich/CoveringSpacesProject,262.0
Luka-O/polya-enumeration-theorem,Luka-O,polya-enumeration-theorem,21,0,0.0008650948644855007,246,leanprover/lean4:v4.14.0-rc2,https://github.com/Luka-O/polya-enumeration-theorem,262.3333333333333
argumentcomputer/FFaCiL.lean,argumentcomputer,FFaCiL.lean,14,0,0.0008650948644855007,149,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/FFaCiL.lean,262.6666666666667
VTrelat/ZFLean,VTrelat,ZFLean,5,0,0.0008650948644855007,44,leanprover/lean4:v4.27.0,https://github.com/VTrelat/ZFLean,262.6666666666667
girving/ray-series,girving,ray-series,13,1,0.0009263695953691,147,leanprover/lean4:v4.26.0-rc2,https://github.com/girving/series,263.3333333333333
pnwamk/lean4-assert-command,pnwamk,lean4-assert-command,10,0,0.0008650948644855007,97,,https://github.com/pnwamk/lean4-assert-command,264.0
peabrainiac/CatDG,peabrainiac,CatDG,3,0,0.0008650948644855007,31,leanprover/lean4:v4.29.0,https://github.com/peabrainiac/lean-catdg,264.3333333333333
monsterkrampe/PossiblyInfiniteTrees,monsterkrampe,PossiblyInfiniteTrees,2,1,0.001600391635088692,31,leanprover/lean4:v4.29.0,https://github.com/monsterkrampe/Possibly-Infinite-Trees,264.3333333333333
austinletson/use-lean-standard-action-with-bare-project,austinletson,use-lean-standard-action-with-bare-project,2,0,0.0008650948644855007,23,leanprover/lean4:v4.13.0,https://github.com/austinletson/use-lean-standard-action-with-bare-project,264.6666666666667
siddhartha-gadgil/lean-loris,siddhartha-gadgil,lean-loris,17,0,0.0008650948644855007,221,leanprover/lean4:v4.7.0,https://github.com/siddhartha-gadgil/lean-loris,265.0
arthurpaulino/LeanREPL,arthurpaulino,LeanREPL,14,0,0.0008650948644855007,156,leanprover/lean4:nightly-2022-07-31,https://github.com/arthurpaulino/LeanREPL,265.6666666666667
ecyrbe/lean-units,ecyrbe,lean-units,11,0,0.0008650948644855007,125,leanprover/lean4:v4.24.0,https://github.com/ecyrbe/lean-units,266.0
mhuisi/Uniq,mhuisi,Uniq,11,0,0.0008650948644855007,126,leanprover/lean4:nightly-2023-01-14,https://github.com/mhuisi/Uniq,266.3333333333333
or4nge19/NeuralNetworks,or4nge19,NeuralNetworks,9,0,0.0008650948644855007,92,leanprover/lean4:v4.24.0-rc1,https://github.com/or4nge19/NeuralNetworks,267.0
awodey/joyalRepresentationTheorem,awodey,joyalRepresentationTheorem,16,0,0.0008650948644855007,208,leanprover/lean4:v4.8.0-rc2,https://github.com/awodey/joyal,267.0
ixaxaar/monoid.space,ixaxaar,monoid.space,16,0,0.0008650948644855007,209,leanprover/lean4:v4.24.0-rc1,https://github.com/ixaxaar/monoid.space,267.3333333333333
goens/Hoare,goens,Hoare,3,0,0.0008650948644855007,32,leanprover/lean4:v4.22.0-rc2,https://github.com/goens/lean-hoare,267.3333333333333
arthur-adjedj/Leanduction,arthur-adjedj,Leanduction,5,0,0.0008650948644855007,49,leanprover/lean4:v4.28.0,https://github.com/arthur-adjedj/Leanduction,268.0
anoma/goose,anoma,goose,12,0,0.0008650948644855007,146,leanprover/lean4:v4.22.0,https://github.com/anoma/goose-lean,268.6666666666667
arthurpaulino/FxyLang,arthurpaulino,FxyLang,16,0,0.0008650948644855007,221,leanprover/lean4:nightly-2022-06-19,https://github.com/arthurpaulino/FxyLang,269.0
keilambda/ttfpi,keilambda,ttfpi,7,0,0.0008650948644855007,71,leanprover/lean4:v4.13.0,https://github.com/keilambda/ttfpi,269.6666666666667
lecopivo/leanblas,lecopivo,leanblas,8,1,0.0009386245415458198,92,leanprover/lean4:v4.28.0-rc1,https://github.com/lecopivo/LeanBLAS,270.0
lean-machines-central/lean-machines-examples,lean-machines-central,lean-machines-examples,6,0,0.0008650948644855007,63,leanprover/lean4:v4.23.0-rc2,https://github.com/lean-machines-central/lean-machines-examples,272.0
hargup/http-client,hargup,http-client,3,0,0.0008650948644855007,34,leanprover/lean4:v4.25.2,https://github.com/hargup/lean-http-client,272.0
argumentcomputer/Lurk.lean,argumentcomputer,Lurk.lean,9,0,0.0008650948644855007,104,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Lurk.lean,272.6666666666667
ionathanch/CBPV,ionathanch,CBPV,4,0,0.0008650948644855007,44,leanprover/lean4:v4.28.0,https://github.com/ionathanch/CBPV,272.6666666666667
jeswr/RustFFI,jeswr,RustFFI,8,0,0.0008650948644855007,89,leanprover/lean4:v4.6.0-rc1,https://github.com/jeswr/RDF.lean,274.3333333333333
znssong/Frucht,znssong,Frucht,5,0,0.0008650948644855007,54,leanprover/lean4:v4.29.0-rc4,https://github.com/znssong/Frucht,274.6666666666667
argumentcomputer/Http.lean,argumentcomputer,Http.lean,12,0,0.0008650948644855007,163,leanprover/lean4:nightly-2022-09-11,https://github.com/argumentcomputer/Http.lean,274.6666666666667
Shreyas4991/DGAlgorithms,Shreyas4991,DGAlgorithms,6,0,0.0008650948644855007,66,leanprover/lean4:v4.28.0,https://github.com/Shreyas4991/DGAlgorithms,274.6666666666667
b-mehta/AharoniKorman,b-mehta,AharoniKorman,12,0,0.0008650948644855007,164,leanprover/lean4:v4.16.0-rc2,https://github.com/b-mehta/AharoniKorman,275.0
dagurtomas/LeanCondensed,dagurtomas,LeanCondensed,5,0,0.0008650948644855007,55,leanprover/lean4:v4.28.0-rc1,https://github.com/dagurtomas/LeanCondensed,276.0
somombo/quicksort,somombo,quicksort,5,0,0.0008650948644855007,56,leanprover/lean4:v4.14.0,https://github.com/somombo/formalized-quicksort,276.3333333333333
imbrem/DeBruijnSSA,imbrem,DeBruijnSSA,11,0,0.0008650948644855007,152,leanprover/lean4:v4.15.0-rc1,https://github.com/imbrem/debruijn-ssa,277.3333333333333
Dominique-Lawson/lean_4,Dominique-Lawson,lean_4,4,0,0.0008650948644855007,50,leanprover/lean4:v4.6.0-rc1,https://github.com/Dominique-Lawson/Directed-Topology-Lean-4,279.0
AxiomMath/PartialRegularity,AxiomMath,PartialRegularity,4,0,0.0008650948644855007,50,leanprover/lean4:v4.26.0,https://github.com/AxiomMath/partial-regularity,279.0
Seasawher/mk-exercise,Seasawher,mk-exercise,8,2,0.0011837234650802168,143,leanprover/lean4:v4.26.0-rc2,https://github.com/Seasawher/mk-exercise,279.6666666666667
BRonen/sqlite,BRonen,sqlite,11,0,0.0008650948644855007,177,leanprover/lean4:v4.25.1,https://github.com/BRonen/sqlite-lean,282.0
quangvdao/Zklib,quangvdao,Zklib,19,0,0.0008650948644855007,395,leanprover/lean4:v4.15.0-rc1,https://github.com/quangvdao/ZKLib-deprecated,282.0
YaelDillies/MeanFourier,YaelDillies,MeanFourier,2,0,0.0008650948644855007,30,leanprover/lean4:v4.29.0,https://github.com/YaelDillies/mean-fourier,282.6666666666667
arthurpaulino/viper,arthurpaulino,viper,11,0,0.0008650948644855007,183,leanprover/lean4:v4.24.0,https://github.com/arthurpaulino/viper,283.6666666666667
marcellop71/redisLean,marcellop71,redisLean,7,0,0.0008650948644855007,91,leanprover/lean4:v4.27.0,https://github.com/marcellop71/redis-lean,284.0
mkaratarakis/HopfieldNet,mkaratarakis,HopfieldNet,7,0,0.0008650948644855007,93,leanprover/lean4:v4.27.0-rc1,https://github.com/mkaratarakis/HopfieldNet,285.3333333333333
bridgekat/filter-game,bridgekat,filter-game,7,0,0.0008650948644855007,96,leanprover/lean4:v4.28.0-rc1,https://github.com/bridgekat/filter-game,286.0
SamuelSchlesinger/sensitivity,SamuelSchlesinger,sensitivity,5,0,0.0008650948644855007,72,leanprover/lean4:v4.28.0,https://github.com/SamuelSchlesinger/sensitivity-conjecture,286.3333333333333
mtoohey31/tabular-types,mtoohey31,tabular-types,8,0,0.0008650948644855007,122,leanprover/lean4:v4.17.0,https://github.com/mtoohey31/tabular-types,286.6666666666667
YaelDillies/ChandraFurstLipton,YaelDillies,ChandraFurstLipton,3,0,0.0008650948644855007,44,leanprover/lean4:v4.29.0,https://github.com/YaelDillies/chandra-furst-lipton,287.0
andrejbauer/partial-combinatory-algebras,andrejbauer,partial-combinatory-algebras,14,0,0.0008650948644855007,326,leanprover/lean4:v4.15.0-rc1,https://github.com/andrejbauer/partial-combinatory-algebras,288.0
YijunYuan/HarderNarasimhan,YijunYuan,HarderNarasimhan,2,0,0.0008650948644855007,32,leanprover/lean4:v4.28.0,https://github.com/YijunYuan/HarderNarasimhan,288.0
chrisflav/bruhat-tits,chrisflav,bruhat-tits,6,0,0.0008650948644855007,86,leanprover/lean4:v4.19.0,https://github.com/chrisflav/bruhat-tits,289.0
riccardobrasca/Numbers,riccardobrasca,Numbers,9,0,0.0008650948644855007,151,leanprover/lean4:v4.22.0-rc2,https://github.com/riccardobrasca/Numbers,289.0
leanprover/LeroyCompilerVerificationCourse,leanprover,LeroyCompilerVerificationCourse,10,0,0.0008650948644855007,190,leanprover/lean4:v4.23.0-rc2,https://github.com/leanprover/LeroyCompilerVerificationCourse,291.3333333333333
juhp/curljson,juhp,curljson,3,0,0.0008650948644855007,47,leanprover/lean4:v4.29.0,https://github.com/juhp/curl-json-lean,291.6666666666667
remimimimimi/leansec,remimimimimi,leansec,9,0,0.0008650948644855007,160,leanprover/lean4:v4.20.0-rc5,https://github.com/remimimimimi/leansec,292.0
a2435191/logic-formalization,a2435191,logic-formalization,12,0,0.0008650948644855007,310,leanprover/lean4:v4.20.0-rc5,https://github.com/a2435191/lean-logic-formalization,294.3333333333333
Rickerd1234/RelationalAlgebra,Rickerd1234,RelationalAlgebra,4,0,0.0008650948644855007,67,leanprover/lean4:v4.24.0,https://github.com/Rickerd1234/RelationalAlgebra,294.3333333333333
frenzymath/FATE-H,frenzymath,FATE-H,3,0,0.0008650948644855007,51,leanprover/lean4:v4.28.0,https://github.com/frenzymath/FATE-H,295.0
hargoniX/Flame,hargoniX,Flame,10,0,0.0008650948644855007,217,leanprover/lean4:nightly-2023-02-12,https://github.com/hargoniX/Flame,295.0
keilambda/eocia-lean,keilambda,eocia-lean,5,0,0.0008650948644855007,83,leanprover/lean4:v4.16.0-rc2,https://github.com/keilambda/eocia-lean,295.6666666666667
